Symbol,Name,Sector,Industry
WAT,Waters Corporation Common Stock,Health Care,Medical Specialities
WBS,Webster Financial Corporation Common Stock,Finance,Major Banks
WCC,WESCO International Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
WD,Walker & Dunlop Inc Common Stock,Finance,Finance: Consumer Services
WEC,WEC Energy Group Inc. Common Stock,Utilities,Power Generation
WELL,Welltower Inc. Common Stock,Real Estate,Real Estate Investment Trusts
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment
WEX,WEX Inc. common stock,Technology,EDP Services
WFC,Wells Fargo & Company Common Stock,Finance,Major Banks
WHR,Whirlpool Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances
WK,Workiva Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
WLK,Westlake Corporation Common Stock,Industrials,Major Chemicals
WLL,Whiting Petroleum Corporation Common Stock (New),Energy,Oil & Gas Production
WM,Waste Management Inc. Common Stock,Utilities,Environmental Services
WMB,Williams Companies Inc. (The) Common Stock,Utilities,Natural Gas Distribution
WMS,Advanced Drainage Systems Inc. Common Stock,Industrials,Building Products
WMT,Walmart Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
WOLF,Wolfspeed Inc. Common Stock,Technology,Semiconductors
WOR,Worthington Industries Inc. Common Stock,Consumer Discretionary,Aerospace
WPC,W. P. Carey Inc. REIT,Real Estate,Real Estate Investment Trusts
WRB,W.R. Berkley Corporation Common Stock,Finance,Property-Casualty Insurers
WRE,Washington Real Estate Investment Trust Common Stock,Real Estate,Real Estate Investment Trusts
WSM,Williams-Sonoma Inc. Common Stock (DE),Consumer Discretionary,Other Specialty Stores
WSO,Watsco Inc. Common Stock,Consumer Discretionary,Wholesale Distributors
WST,West Pharmaceutical Services Inc. Common Stock,Health Care,Medical/Dental Instruments
WTM,White Mountains Insurance Group Ltd. Common Stock,Finance,Property-Casualty Insurers
WTRG,Essential Utilities Inc. Common Stock,Utilities,Water Supply
WTS,Watts Water Technologies Inc. Class A Common Stock,Industrials,Office Equipment/Supplies/Services
WU,Western Union Company (The) Common Stock,Consumer Discretionary,Business Services
WWE,World Wrestling Entertainment Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
WY,Weyerhaeuser Company Common Stock,Real Estate,Real Estate Investment Trusts
X,United States Steel Corporation Common Stock,Industrials,Steel/Iron Ore
XHR,Xenia Hotels & Resorts Inc. Common Stock,Real Estate,Real Estate Investment Trusts
XOM,Exxon Mobil Corporation Common Stock,Energy,Oil & Gas Production
XPO,XPO Logistics Inc.,Consumer Discretionary,Oil Refining/Marketing
XYL,Xylem Inc. Common Stock New,Industrials,Fluid Controls
Y,Alleghany Corporation Common Stock,Finance,Property-Casualty Insurers
YELP,Yelp Inc. Common Stock,Technology,Internet and Information Services
YETI,YETI Holdings Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
YUM,Yum! Brands Inc.,Consumer Discretionary,Restaurants
YUMC,Yum China Holdings Inc. Common Stock,Consumer Discretionary,Restaurants
ZBH,Zimmer Biomet Holdings Inc. Common Stock,Health Care,Industrial Specialties
ZTS,Zoetis Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ZWS,Zurn Water Solutions Corporation Common Stock,Utilities,Environmental Services
AAL,American Airlines Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
AAON,AAON Inc. Common Stock,Industrials,Industrial Machinery/Components
AAPL,Apple Inc. Common Stock,Technology,Computer Manufacturing
ABCB,Ameris Bancorp Common Stock,Finance,Major Banks
ABMD,ABIOMED Inc. Common Stock,Health Care,Medical/Dental Instruments
ABNB,Airbnb Inc. Class A Common Stock,Consumer Discretionary,Hotels/Resorts
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ACHC,Acadia Healthcare Company Inc. Common Stock,Health Care,Hospital/Nursing Management
ACIW,ACI Worldwide Inc. Common Stock,Technology,Computer Software: Prepackaged Software
ACLS,Axcelis Technologies Inc. Common Stock,Technology,Industrial Machinery/Components
ACT,Enact Holdings Inc. Common Stock,Finance,Specialty Insurers
ADBE,Adobe Inc. Common Stock,Technology,Computer Software: Prepackaged Software
ADI,Analog Devices Inc. Common Stock,Technology,Semiconductors
ADP,Automatic Data Processing Inc. Common Stock,Consumer Discretionary,Business Services
ADSK,Autodesk Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AEIS,Advanced Energy Industries Inc. Common Stock,Consumer Discretionary,Electrical Products
AEP,American Electric Power Company Inc. Common Stock,Utilities,Electric Utilities: Central
AFRM,Affirm Holdings Inc. Class A Common Stock,Technology,EDP Services
AGNC,AGNC Investment Corp. Common Stock,Real Estate,Real Estate Investment Trusts
AHCO,AdaptHealth Corp. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AIMC,Altra Industrial Motion Corp. Common Stock,Industrials,Industrial Machinery/Components
AKAM,Akamai Technologies Inc. Common Stock,Consumer Discretionary,Business Services
ALGM,Allegro MicroSystems Inc. Common Stock,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,Health Care,Industrial Specialties
ALGT,Allegiant Travel Company Common Stock,Consumer Discretionary,Air Freight/Delivery Services
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ALRM,Alarm.com Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
ALTR,Altair Engineering Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
AMAT,Applied Materials Inc. Common Stock,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,Technology,Semiconductors
AMD,Advanced Micro Devices Inc. Common Stock,Technology,Semiconductors
AMED,Amedisys Inc Common Stock,Health Care,Medical/Nursing Services
AMGN,Amgen Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,Technology,EDP Services
AMZN,Amazon.com Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
ANGI,Angi Inc. Class A Common Stock,Technology,EDP Services
ANSS,ANSYS Inc. Common Stock,Technology,Computer Software: Prepackaged Software
APA,APA Corporation Common Stock,Energy,Oil & Gas Production
APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
APP,Applovin Corporation Class A Common Stock,Technology,EDP Services
APPF,AppFolio Inc. Class A Common Stock,Technology,EDP Services
APPN,Appian Corporation Class A Common Stock,Technology,EDP Services
ARCC,Ares Capital Corporation Common Stock,Finance,Finance/Investors Services
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining
ARVN,Arvinas Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
ATSG,Air Transport Services Group Inc,Consumer Discretionary,Air Freight/Delivery Services
ATVI,Activision Blizzard Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
AUB,Atlantic Union Bankshares Corporation Common Stock,Finance,Major Banks
AUR,Aurora Innovation Inc. Class A Common Stock,Technology,EDP Services
AVAV,AeroVironment Inc. Common Stock,Industrials,Aerospace
AVGO,Broadcom Inc. Common Stock,Technology,Semiconductors
AVT,Avnet Inc. Common Stock,Technology,Electronic Components
AXNX,Axonics Inc. Common Stock,Health Care,Medical/Dental Instruments
AXON,Axon Enterprise Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
AZPN,Aspen Technology Inc. Common Stock,Technology,EDP Services
AZTA,Azenta Inc.,Health Care,Medical/Dental Instruments
BANF,BancFirst Corporation Common Stock,Finance,Major Banks
BCPC,Balchem Corporation Common Stock,Industrials,Industrial Specialties
BEAM,Beam Therapeutics Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
BECN,Beacon Roofing Supply Inc. Common Stock,Consumer Discretionary,Wholesale Distributors
BHF,Brighthouse Financial Inc. Common Stock,Finance,Life Insurance
BIIB,Biogen Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
BKNG,Booking Holdings Inc. Common Stock,Consumer Discretionary,Other Consumer Services
BKR,Baker Hughes Company Class A Common Stock,Energy,Oilfield Services/Equipment
BL,BlackLine Inc. Common Stock,Technology,Computer Software: Prepackaged Software
BLKB,Blackbaud Inc. Common Stock,Technology,Computer Software: Prepackaged Software
BMBL,Bumble Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
BMRN,BioMarin Pharmaceutical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
BOKF,BOK Financial Corporation Common Stock,Finance,Major Banks
BPMC,Blueprint Medicines Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
BPOP,Popular Inc. Common Stock,Finance,Major Banks
BRKR,Bruker Corporation Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
BRZE,Braze Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
BSY,Bentley Systems Incorporated Class B Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
CACC,Credit Acceptance Corporation Common Stock,Finance,Finance: Consumer Services
CALM,Cal-Maine Foods Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
CAR,Avis Budget Group Inc. Common Stock,Consumer Discretionary,Rental/Leasing Companies
CARG,CarGurus Inc. Class A Common Stock ,Technology,Interactive Media
CASY,Casey's General Stores Inc. Common Stock,Miscellaneous,Diversified Commercial Services
CATY,Cathay General Bancorp Common Stock,Finance,Major Banks
CBRL,Cracker Barrel Old Country Store Inc Common Stock,Consumer Discretionary,Restaurants
CBSH,Commerce Bancshares Inc. Common Stock,Finance,Major Banks
CCMP,CMC Materials Inc. Common Stock,Technology,Semiconductors
CCOI,Cogent Communications Holdings Inc.,Consumer Discretionary,Telecommunications Equipment
CDEV,Centennial Resource Development Inc. Class A Common Stock,Energy,Oil & Gas Production
CDNS,Cadence Design Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
CDW,CDW Corporation Common Stock,Technology,EDP Services
CEG,Constellation Energy Corporation Common Stock ,Utilities,Power Generation
CELH,Celsius Holdings Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
CENT,Central Garden & Pet Company Common Stock,,
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,,
CERE,Cerevel Therapeutics Holdings Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
CERN,Cerner Corporation Common Stock,Health Care,Managed Health Care
CERT,Certara Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
CFLT,Confluent Inc. Class A Common Stock,Technology,EDP Services
CG,The Carlyle Group Inc. Common Stock,Finance,Investment Managers
CGNX,Cognex Corporation Common Stock,Industrials,Industrial Machinery/Components
CHDN,Churchill Downs Incorporated Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
CHK,Chesapeake Energy Corporation Common Stock,Energy,Oil & Gas Production
CHNG,Change Healthcare Inc. Common Stock,Health Care,Managed Health Care
CHRW,C.H. Robinson Worldwide Inc. Common Stock,Consumer Discretionary,Oil Refining/Marketing
CHTR,Charter Communications Inc. Class A Common Stock New,Consumer Discretionary,Telecommunications Equipment
CHX,ChampionX Corporation Common Stock ,Industrials,Construction/Ag Equipment/Trucks
CINF,Cincinnati Financial Corporation Common Stock,Finance,Property-Casualty Insurers
CLBK,Columbia Financial Inc. Common Stock,Finance,Commercial Banks
CMCSA,Comcast Corporation Class A Common Stock,Consumer Discretionary,Telecommunications Equipment
CME,CME Group Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
CNXC,Concentrix Corporation Common Stock,Technology,Computer Software: Prepackaged Software
COHR,Coherent Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
COIN,Coinbase Global Inc. Class A Common Stock,Technology,EDP Services
COLB,Columbia Banking System Inc. Common Stock,Finance,Major Banks
COLM,Columbia Sportswear Company Common Stock,Consumer Discretionary,Apparel
COOP,Mr. Cooper Group Inc. Common Stock,Finance,Finance: Consumer Services
CORT,Corcept Therapeutics Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
COST,Costco Wholesale Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
COUP,Coupa Software Incorporated Common Stock,Technology,Computer Software: Prepackaged Software
CPRT,Copart Inc. (DE) Common Stock,Consumer Discretionary,Other Specialty Stores
CROX,Crocs Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
CRUS,Cirrus Logic Inc. Common Stock,Technology,Semiconductors
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,Technology,EDP Services
CSCO,Cisco Systems Inc. Common Stock (DE),Telecommunications,Computer Communications Equipment
CSGP,CoStar Group Inc. Common Stock,Finance,Real Estate
CSX,CSX Corporation Common Stock,Industrials,Railroads
CTAS,Cintas Corporation Common Stock,Consumer Discretionary,Business Services
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,Technology,EDP Services
CTXS,Citrix Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
CVBF,CVB Financial Corporation Common Stock,Finance,Major Banks
CVET,Covetrus Inc. Common Stock,Health Care,Other Pharmaceuticals
CVLT,Commvault Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
CVT,Cvent Holding Corp. Common Stock,Technology,Computer Software: Prepackaged Software
CWST,Casella Waste Systems Inc. Class A Common Stock,Utilities,Environmental Services
CYTK,Cytokinetics Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CYXT,Cyxtera Technologies Inc. Class A Common Stock,Technology,EDP Services
CZR,Caesars Entertainment Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
DBX,Dropbox Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
DCT,Duck Creek Technologies Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
DDOG,Datadog Inc. Class A Common Stock,Technology,EDP Services
DIOD,Diodes Incorporated Common Stock,Technology,Semiconductors
DISH,DISH Network Corporation Class A Common Stock,Consumer Discretionary,Telecommunications Equipment
DKNG,DraftKings Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
DLTR,Dollar Tree Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
DNLI,Denali Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNUT,Krispy Kreme Inc. Common Stock,Consumer Discretionary,Specialty Foods
DOCU,DocuSign Inc. Common Stock,Technology,EDP Services
DORM,Dorman Products Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
DRVN,Driven Brands Holdings Inc. Common Stock,,
DSEY,Diversey Holdings Ltd. Ordinary Shares,Consumer Discretionary,Specialty Chemicals
DUOL,Duolingo Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
DXCM,DexCom Inc. Common Stock,Health Care,Medical Specialities
EA,Electronic Arts Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
EBAY,eBay Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
EBC,Eastern Bankshares Inc. Common Stock,Finance,Major Banks
EEFT,Euronet Worldwide Inc. Common Stock,Technology,EDP Services
ENPH,Enphase Energy Inc. Common Stock,Technology,Electrical Products
ENSG,The Ensign Group Inc. Common Stock,Health Care,Hospital/Nursing Management
ENTG,Entegris Inc. Common Stock,Technology,Semiconductors
EQIX,Equinix Inc. Common Stock REIT,Real Estate,Real Estate Investment Trusts
EQRX,EQRx Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ERIE,Erie Indemnity Company Class A Common Stock,Finance,Specialty Insurers
ETSY,Etsy Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
EWBC,East West Bancorp Inc. Common Stock,Finance,Commercial Banks
EXAS,Exact Sciences Corporation Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation Common Stock,Utilities,Power Generation
EXEL,Exelixis Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXLS,ExlService Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
EXPD,Expeditors International of Washington Inc. Common Stock,Consumer Discretionary,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,Consumer Discretionary,Other Consumer Services
EXPI,eXp World Holdings Inc. Common Stock,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,Consumer Discretionary,Professional Services
EYE,National Vision Holdings Inc. Common Stock,Health Care,Ophthalmic Goods
FA,First Advantage Corporation Common Stock,Consumer Discretionary,Business Services
FANG,Diamondback Energy Inc. Commmon Stock,Energy,Oil & Gas Production
FAST,Fastenal Company Common Stock,Basic Materials,Construction Materials
FATE,Fate Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FB,Meta Platforms Inc. Class A Common Stock,Technology,Internet and Information Services
FCFS,FirstCash Holdings Inc. Common Stock,Miscellaneous,Diversified Commercial Services
FCNCA,First Citizens BancShares Inc. Class A Common Stock,Finance,Major Banks
FELE,Franklin Electric Co. Inc. Common Stock,Consumer Discretionary,Metal Fabrications
FFIN,First Financial Bankshares Inc. Common Stock,Finance,Major Banks
FFIV,F5 Inc. Common Stock,Technology,EDP Services
FHB,First Hawaiian Inc. Common Stock,Finance,Major Banks
FIBK,First Interstate BancSystem Inc. Class A Common Stock,Finance,Major Banks
FISV,Fiserv Inc. Common Stock,Consumer Discretionary,Business Services
FITB,Fifth Third Bancorp Common Stock,Finance,Major Banks
FIVE,Five Below Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
FIVN,Five9 Inc. Common Stock,Technology,EDP Services
FIZZ,National Beverage Corp. Common Stock,Consumer Staples,Beverages (Production/Distribution)
FLYW,Flywire Corporation Voting Common Stock,Technology,EDP Services
FOCS,Focus Financial Partners Inc. Class A Common Stock,Finance,Investment Managers
FOLD,Amicus Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FORM,FormFactor Inc. FormFactor Inc. Common Stock,Technology,Semiconductors
FOX,Fox Corporation Class B Common Stock,Industrials,Broadcasting
FOXA,Fox Corporation Class A Common Stock,Industrials,Broadcasting
FOXF,Fox Factory Holding Corp. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
FRME,First Merchants Corporation Common Stock,Finance,Major Banks
FRPT,Freshpet Inc. Common Stock,,
FRSH,Freshworks Inc. Class A Common Stock,Technology,EDP Services
FSLR,First Solar Inc. Common Stock,Technology,Semiconductors
FTNT,Fortinet Inc. Common Stock,Technology,Security Systems Services
FULT,Fulton Financial Corporation Common Stock,Finance,Major Banks
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,Consumer Discretionary,Movies/Entertainment
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,Consumer Discretionary,Movies/Entertainment
FWRD,Forward Air Corporation Common Stock,Consumer Discretionary,Oil Refining/Marketing
FYBR,Frontier Communications Parent Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
GBDC,Golub Capital BDC Inc. Common Stock,Finance,Investment Managers
GDRX,GoodRx Holdings Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
GFS,GlobalFoundries Inc. Ordinary Shares,,
GH,Guardant Health Inc. Common Stock,Health Care,Medical Specialities
GILD,Gilead Sciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
GLPI,Gaming and Leisure Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
GNTX,Gentex Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
GO,Grocery Outlet Holding Corp. Common Stock,Consumer Discretionary,Specialty Foods
GOGO,Gogo Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
GOOG,Alphabet Inc. Class C Capital Stock,Technology,Internet and Information Services
GOOGL,Alphabet Inc. Class A Common Stock,Technology,Internet and Information Services
GT,The Goodyear Tire & Rubber Company Common Stock,Consumer Discretionary,Automotive Aftermarket
GTLB,GitLab Inc. Class A Common Stock,Technology,EDP Services
HAIN,Hain Celestial Group Inc. (The) Common Stock,Industrials,Office Equipment/Supplies/Services
HALO,Halozyme Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HAS,Hasbro Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
HBAN,Huntington Bancshares Incorporated Common Stock,Finance,Major Banks
HCP,HashiCorp Inc. Class A Common Stock,Technology,EDP Services
HLMN,Hillman Solutions Corp. Common Stock,Industrials,Industrial Specialties
HLNE,Hamilton Lane Incorporated Class A Common Stock,Finance,Investment Managers
HOLX,Hologic Inc. Common Stock,Health Care,Medical Electronics
HON,Honeywell International Inc. Common Stock,Industrials,Consumer Electronics/Appliances
HOOD,Robinhood Markets Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
HPK,HighPeak Energy Inc. Common Stock,Energy,Oil & Gas Production
HQY,HealthEquity Inc. Common Stock,Health Care,Managed Health Care
HRMY,Harmony Biosciences Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
HSIC,Henry Schein Inc. Common Stock,Health Care,Medical Specialities
HST,Host Hotels & Resorts Inc. Common Stock,Real Estate,Real Estate Investment Trusts
HTZ,Hertz Global Holdings Inc Common Stock,Consumer Discretionary,Rental/Leasing Companies
HUBG,Hub Group Inc. Class A Common Stock,Consumer Discretionary,Oil Refining/Marketing
HWC,Hancock Whitney Corporation Common Stock,Finance,Major Banks
IAC,IAC/InterActiveCorp Common Stock,Consumer Discretionary,EDP Services
IART,Integra LifeSciences Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
IBKR,Interactive Brokers Group Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
IBTX,Independent Bank Group Inc Common Stock,Finance,Major Banks
ICUI,ICU Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
IDCC,InterDigital Inc. Common Stock,Telecommunications,Telecommunications Equipment
IDXX,IDEXX Laboratories Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IEP,Icahn Enterprises L.P. Common Stock,Industrials,Consumer Electronics/Appliances
IIVI,II-VI Incorporated Common Stock,Industrials,Industrial Machinery/Components
ILMN,Illumina Inc. Common Stock,Health Care,Medical Specialities
INCY,Incyte Corp. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp. Common Stock,Finance,Major Banks
INSM,Insmed Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
INTC,Intel Corporation Common Stock,Technology,Semiconductors
INTU,Intuit Inc. Common Stock,Technology,Computer Software: Prepackaged Software
IONS,Ionis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IOSP,Innospec Inc. Common Stock,Industrials,Industrial Specialties
IPAR,Inter Parfums Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
IPGP,IPG Photonics Corporation Common Stock,Technology,Semiconductors
IRDM,Iridium Communications Inc Common Stock,Consumer Discretionary,Telecommunications Equipment
IRTC,iRhythm Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
ISRG,Intuitive Surgical Inc. Common Stock,Health Care,Medical/Dental Instruments
ITCI,Intra-Cellular Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ITRI,Itron Inc. Common Stock,Industrials,Electrical Products
JAMF,Jamf Holding Corp. Common Stock,Technology,Computer Software: Prepackaged Software
JBHT,J.B. Hunt Transport Services Inc. Common Stock,Industrials,Trucking Freight/Courier Services
JBLU,JetBlue Airways Corporation Common Stock,Consumer Discretionary,Air Freight/Delivery Services
JJSF,J & J Snack Foods Corp. Common Stock,Consumer Staples,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
KDP,Keurig Dr Pepper Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
KHC,The Kraft Heinz Company Common Stock,Consumer Staples,Farming/Seeds/Milling
KLAC,KLA Corporation Common Stock,Technology,Electronic Components
KNBE,KnowBe4 Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
KRTX,Karuna Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LAMR,Lamar Advertising Company Class A Common Stock,Real Estate,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,Consumer Staples,Packaged Foods
LAUR,Laureate Education Inc. Common Stock,Consumer Discretionary,Service to the Health Industry
LAZR,Luminar Technologies Inc.  Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
LBRDA,Liberty Broadband Corporation Class A Common Stock,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,Telecommunications,Cable & Other Pay Television Services
LCID,Lucid Group Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
LECO,Lincoln Electric Holdings Inc. Common Shares,Industrials,Industrial Machinery/Components
LEGN,Legend Biotech Corporation American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
LESL,Leslie's Inc. Common Stock,Consumer Discretionary,
LFST,LifeStance Health Group Inc. Common Stock,Health Care,Hospital/Nursing Management
LFUS,Littelfuse Inc. Common Stock,Technology,Electronic Components
LGIH,LGI Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
LHCG,LHC Group Common Stock,Health Care,Medical/Nursing Services
LILA,Liberty Latin America Ltd. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,Telecommunications,Cable & Other Pay Television Services
LITE,Lumentum Holdings Inc. Common Stock,Technology,Computer peripheral equipment
LKQ,LKQ Corporation Common Stock,Consumer Discretionary,Automotive Aftermarket
LNT,Alliant Energy Corporation Common Stock,Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,Health Care,Medical Specialities
LNW,Light & Wonder Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
LOGI,Logitech International S.A. Ordinary Shares,Technology,Computer peripheral equipment
LOPE,Grand Canyon Education Inc. Common Stock,Consumer Discretionary,Service to the Health Industry
LPLA,LPL Financial Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
LRCX,Lam Research Corporation Common Stock,Technology,Industrial Machinery/Components
LSCC,Lattice Semiconductor Corporation Common Stock,Technology,Semiconductors
LSTR,Landstar System Inc. Common Stock,Industrials,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting
LYFT,Lyft Inc. Class A Common Stock,Technology,EDP Services
LZ,LegalZoom.com Inc. Common Stock,Technology,Interactive Media
MANH,Manhattan Associates Inc. Common Stock,Technology,Computer Software: Prepackaged Software
MANT,ManTech International Corporation Common Stock $0.01 Par Value,Technology,EDP Services
MAR,Marriott International Class A Common Stock,Consumer Discretionary,Hotels/Resorts
MASI,Masimo Corporation Common Stock,Health Care,Medical/Dental Instruments
MAT,Mattel Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
MCHP,Microchip Technology Incorporated Common Stock,Technology,Semiconductors
MDB,MongoDB Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
MDLZ,Mondelez International Inc. Class A Common Stock,Consumer Staples,Meat/Poultry/Fish
MEDP,Medpace Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MGEE,MGE Energy Inc,Utilities,Power Generation
MGPI,MGP Ingredients Inc.,Consumer Staples,Beverages (Production/Distribution)
